,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status do Item,1,2,Orçamento,Sequencial,Solicitação,Sequência,Cód. Item,Cód. Alternativo,Acesso ao grupo de Itens,Descrição,Descrição Genérica,Qtde. Solicitada,Unid. Solicitação,Qtde. Convertida,Unid. Estoque,Preço de Solicitação,Data do Preço,Data de Necessidade,Data Inclusão,Valor Total,Estouro?,Último Aprovador,Observação,Cód. Solic.,Situação do Item,Código da Reserva,Item Reservado?,Cód. Cotação,Filial Cotação,Item Cotação,Item Cotado?,Cód. Pedido,Fornecedor,Cod. Contrato,Fornecedor,Código,Descrição,Código,Descrição,Código,Descrição,Código,Descrição,Insumo Genérico?,Controla Estoque?,Definição do Item,Insumo Ativo para Compra?,Lançamento,Cód. Sol. Móvel
+,A,,147,1,2696,1,7891,7891,S,CONSUMO DE INTERNET,,0.40560000000000002,VB,0.40560000000000002,VB,250,45656,45706,45685.3753587963,101.4,,felipe.leitolles,"PEDIDO REFERENTE A FATURA DA VIVO Nº 1926348231-0 - TELEFÔNICA BRASIL S/A (CNPJ:  02.558.157/0001-62)
VALOR JÁ AJUSTADO PARA O VALOR DA FATURA",68,B,,N,73,650,1,S,50,9480 - TELEFONICA BRASIL S.A.,,,196,Acesso Internet (Obras),109,Obra-Outras Entradas,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,2700,2,174,174,S,SAIBRO FINO,,154,M3,154,M3,68,45685,45713,45685.405092592599,10472,Sim,felipe.leitolles,"PEDIDO REFERENTE A NF 2802/2803/2804/2805 - GLB TRANSPORTE DE CARGAS, COMÉRCIO E SERVIÇOS LTDA (CNPJ:13.678.100/0001-13)
VALOR JÁ ADEQUADO PARA A NOTA FISCAL",69,B,,N,74,650,1,S,53,2882 - GLB TRANSPORTES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2705,1,609,609,S,"COMPENSADO RESINADO 17MM 1,10X2,20",,110,UN,110,UN,43.46,45656,45735,45685.422708333303,4780.6000000000004,,felipe.leitolles,"PEDIDO REFERENTE A NF 15110 - COMPENSADOS PORTO RICO LTDA (CNPJ: 10.197.300/0001-66)
AJUSTAR VALOR UNITÁRIO PARA BATER COM NF",71,B,,N,75,650,1,S,51,1945 - MADECOM,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2708,1,9206,9206,S,LOCAÇÃO DE ESCADA DE ACESSO,,3,MES,3,MES,1,45685,45772,45685.448379629597,3,Sim,engenharia.piemonte,[QC] ESCADA DE ACESSO,58,B,,N,56,650,2,S,,,901,9474 - ENTREPOSE ANDAIMES LTDA,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2708,2,5640,5640,S,SERVIÇOS CONSULTORIA EM PROJETOS,,1,VB,1,VB,1,45681,45763,45685.448379629597,1,Sim,engenharia.piemonte,[QC] ESCADA DE ACESSO,58,B,,N,56,650,1,S,,,901,9474 - ENTREPOSE ANDAIMES LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2710,1,5757,5757,S,CORTE E DOBRA DE AÇO,,7344.45,KG,7344.45,KG,0.8,45566,45763,45685.447905092602,5875.56,Sim,valerio.kogima,"PEDIDO REFERENTE A NFS 5252 - CENTRAL DE MONTAGENS DE ESTRUTURAS DE ACO E FERRO LTDA (CNPJ: 12.410.771/0001-36)
VALOR JÁ AJUSTADO PARA NOTA",72,B,,N,76,650,1,S,52,1764 - CENTRAL DE MONTAGENS DE ESTRUTURAS DE ACO E FERRO LTDA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2721,1,8570,8570,S,MO LOCAÇÃO DE CAMINHAO PIPA COM COMBUSTÍVEL,,1,MES,1,MES,22050,45685,45772,45685.498761574097,22050,Sim,felipe.leitolles,"PEDIDO REFERENTE A NFS 10916 - J.F DOS SANTOS SERVICOS DEDETIZACAO-ME (11.802.745/0001-90)
vALOR JÁ AJUSTADO PARA O PEDIDO",70,B,,N,71,650,1,S,41,3304 - AMPLA DEDETIZADORA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2756,1,8869,8869,S,SERVIÇOS DE MOBILIZAÇÃO PARA ENSAIOS,,1,UN,1,UN,1,45656,45763,45685.713125000002,1,,engenharia.piemonte,[QC] ENSAIO BENCHMARK,76,B,,N,57,650,5,S,,,910,2360 - EGEL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2756,2,8870,8870,S,SERVIÇOS DE BENCHMARK EM ESTRUTURA,,1,UN,1,UN,1000,45656,45763,45685.713125000002,1000,,engenharia.piemonte,[QC] ENSAIO BENCHMARK,76,B,,N,57,650,3,S,,,910,2360 - EGEL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2756,3,8871,8871,S,SERVIÇO DE INSTALAÇÃO DE PINOS DE BENCHMARK EM ESTRUTURA,,15,UN,15,UN,250,45656,45763,45685.713125000002,3750,,engenharia.piemonte,[QC] ENSAIO BENCHMARK,76,B,,N,57,650,4,S,,,910,2360 - EGEL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2756,4,5578,5578,S,SERVIÇOS DE MONITORAMENTO,,1,MES,1,MES,180,45575,45772,45685.713125000002,180,Sim,engenharia.piemonte,[QC] ENSAIO BENCHMARK,76,B,,N,57,650,1,S,,,910,2360 - EGEL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2756,5,6298,6298,S,PINOS DE LATAO PARA ENSAIO DE RECALQUE,,15,UN,15,UN,500,45656,45721,45685.713125000002,7500,,engenharia.piemonte,[QC] ENSAIO BENCHMARK,76,B,,N,57,650,2,S,,,910,2360 - EGEL ENGENHARIA LTDA,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2766,1,6225,6225,S,"CHUMBADOR JAQUETA CONE 1/4""",,1,UN,1,UN,1,45685,45728,45685.735312500001,1,,engenharia.piemonte,[QC] GRUA,75,B,,N,58,650,6,S,,,911,4612 - RENATO DOS SANTOS LOPES,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2766,2,3297,3297,S,LOCAÇÃO DE GUINDASTE,,2,MES,2,MES,4000,45656,45763,45685.735312500001,8000,Sim,engenharia.piemonte,[QC] GRUA,75,B,,N,58,650,2,S,,,911,4612 - RENATO DOS SANTOS LOPES,188,Locação de Equipamentos (Obras),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2766,3,5464,5464,S,MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO,,1,VB,1,VB,1,45681,45772,45685.735312500001,1,Sim,engenharia.piemonte,[QC] GRUA,75,B,,N,58,650,5,S,,,911,4612 - RENATO DOS SANTOS LOPES,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2766,4,3295,3295,S,LOCAÇÃO DE GRUA,,15,MES,15,MES,28000,45656,45763,45685.735312500001,420000,,engenharia.piemonte,[QC] GRUA,75,B,,N,58,650,1,S,,,911,4612 - RENATO DOS SANTOS LOPES,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2766,5,4986,4986,S,MO DESMONTAGEM DE GRUA,,1,VB,1,VB,1,45656,45763,45685.735312500001,1,,engenharia.piemonte,[QC] GRUA,75,B,,N,58,650,3,S,,,911,4612 - RENATO DOS SANTOS LOPES,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2766,6,5004,5004,S,MO MONTAGEM E ASCENÇÃO DE GRUA,,1,VB,1,VB,1,45656,45763,45685.735312500001,1,,engenharia.piemonte,[QC] GRUA,75,B,,N,58,650,4,S,,,911,4612 - RENATO DOS SANTOS LOPES,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2846,1,2056,2056,S,TUBO MULTICAMADA GÁS ANTI UV DN16X100M,,2.7,UN,2.7,UN,1,45687,45862,45687.087280092601,2.7,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,12,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,2,2057,2057,S,TUBO MULTICAMADA GÁS ANTI UV DN20X100M,,10,UN,10,UN,1,45687,45862,45687.087280092601,10,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,11,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,3,2059,2059,S,TUBO MULTICAMADA GÁS ANTI UV DN32X50M,,4,UN,4,UN,1,45687,45862,45687.087280092601,4,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,14,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,4,2022,2022,S,TE REDUÇÃO GÁS DN20X16X20,,100,UN,100,UN,1,45687,45862,45687.087280092601,100,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,6,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,5,2021,2021,S,TE REDUÇÃO GÁS DN20X16X16,,2,UN,2,UN,1,45687,45862,45687.087280092601,2,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,5,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,6,2023,2023,S,TE REDUÇÃO GÁS DN20X20X16,,2,UN,2,UN,1,45687,45862,45687.087280092601,2,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,8,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,7,2035,2035,S,TE REDUÇÃO GÁS DN32X20X20,,6,UN,6,UN,1,45687,45862,45687.087280092601,6,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,9,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,8,2037,2037,S,TE REDUÇÃO GÁS DN32X20X32,,40,UN,40,UN,1,45687,45862,45687.087280092601,40,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,10,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,9,5323,5323,S,MO EXECUÇÃO DE INSTALAÇÕES DE GÁS,,1,VB,1,VB,2.84,45656,45769,45687.089953703697,2.84,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,13,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2846,10,1993,1993,S,"CONECTOR TRANSIÇÃO M GÁS DN32X1""",,4,UN,4,UN,1,45688,45863,45688.590810185196,4,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,2,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,11,1976,1976,S,"CONECTOR TRANSIÇÃO F GÁS DN20X1/2""",,50,UN,50,UN,1,45688,45863,45688.590810185196,50,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,7,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,12,2000,2000,S,"JOELHO 90 TRANSIÇÃO F GÁS DN16X1/2""",,60,UN,60,UN,1,45688,45863,45688.590810185196,60,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,3,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2846,13,2001,2001,S,"JOELHO 90 TRANSIÇÃO F GÁS DN20X1/2""",,138,UN,138,UN,1,45688,45863,45688.590810185196,138,,felipe.leitolles,"QC - M.O. E MATERIAL INSTALAÇÃO DE GÁS 
Astra e liberação , assim como feito no Solenne, material entregue na TRONUS para estocagem.
Devem pedido com a Caribe Representação e Patrick, os profissionais estão habituados com esse modelo de entrega.",79,B,,N,83,650,4,S,,,1016,2257 - TRONUS GAS E AQUECIMENTO,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2874,1,4975,4975,S,MO ASCENÇÃO DE GRUA,,17,M,17,M,9000,45656,45769,45687.477349537003,153000,Sim,engenharia.piemonte,[QC] MO GRUA,77,A,,N,,,,N,,,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2874,2,4986,4986,S,MO DESMONTAGEM DE GRUA,,1,VB,1,VB,1,45656,45769,45687.477349537003,1,,engenharia.piemonte,[QC] MO GRUA,77,A,,N,,,,N,,,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2874,3,5004,5004,S,MO MONTAGEM E ASCENÇÃO DE GRUA,,1,VB,1,VB,1,45656,45769,45687.477349537003,1,,engenharia.piemonte,[QC] MO GRUA,77,A,,N,,,,N,,,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,2874,4,8890,8890,S,MO MANUTENÇÃO DE GRUA,,25,VB,25,VB,1,45656,45769,45687.477349537003,25,,engenharia.piemonte,[QC] MO GRUA,77,A,,N,,,,N,,,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3019,1,8567,8567,S,MO LIMPEZA DE RUA COM CARRO PIPA,,6,VB,6,VB,850,45413,45771,45691.477037037002,5100,Sim,valerio.kogima,"""PEDIDO GLOBAL"" - CAMINHÃO PIPA - LAVAGEM DA RUA",84,A,,N,93,650,1,S,82,2372 - ELENI PEREIRA WIINSCH 02905955929,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3035,1,221,221,S,MANTA ASFÁLTICA TIPO II 4MM,,77.03,M2,77.03,M2,46.500100000000003,45691,45734,45691.485844907402,3581.9027030000002,,valerio.kogima,QC - IMPERMEABILIZAÇÃO POÇO ELEVADOR - RSG,83,B,,N,92,650,1,S,,,1002,4733 - RSG IMPERMEABILIZACOES LTDA,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3035,2,5395,5395,S,MO APLICAÇÃO DE MANTA POLIESTER 4MM COM MAÇARICO,,77.03,M2,77.03,M2,63,45588,45779,45691.485844907402,4852.8900000000003,,valerio.kogima,QC - IMPERMEABILIZAÇÃO POÇO ELEVADOR - RSG,83,B,,N,92,650,2,S,,,1002,4733 - RSG IMPERMEABILIZACOES LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3039,1,6976,6976,S,VASSOURA NYLON,,10,UN,10,UN,3.3,45589,45705,45691.5006712963,33,Sim,valerio.kogima,"MATERIAL DE LIMPEZA, EXPEDIENTE E CONSERVAÇÃO",82,B,,N,98,650,5,S,115,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3039,2,6974,6974,S,VASSOURA GARI 60CM,,10,UN,10,UN,1,45691,45705,45691.5006712963,10,Sim,valerio.kogima,"MATERIAL DE LIMPEZA, EXPEDIENTE E CONSERVAÇÃO",82,B,,N,98,650,4,S,115,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3039,3,6554,6554,S,LAMINA DE SERRA MANUAL,,15,UN,15,UN,1,45691,45719,45691.5006712963,15,Sim,valerio.kogima,"MATERIAL DE LIMPEZA, EXPEDIENTE E CONSERVAÇÃO",82,B,,N,130,650,1,S,152,2638 - FEPASEG,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3039,4,6966,6966,S,SACO DE LIXO 50L,,500,UN,500,UN,0.05,45691,45705,45691.5006712963,25,Sim,valerio.kogima,"MATERIAL DE LIMPEZA, EXPEDIENTE E CONSERVAÇÃO",82,B,,N,98,650,3,S,115,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3039,5,6959,6959,S,SACO DE LIXO 100L,,250,UN,250,UN,0.05,45691,45705,45691.5006712963,12.5,Sim,valerio.kogima,"MATERIAL DE LIMPEZA, EXPEDIENTE E CONSERVAÇÃO",82,B,,N,98,650,2,S,115,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3039,6,6908,6908,S,COPO PLÁSTICO 180ML,,10000,UN,10000,UN,0.01,45691,45714,45691.5006712963,100,Sim,valerio.kogima,"MATERIAL DE LIMPEZA, EXPEDIENTE E CONSERVAÇÃO",82,B,,N,98,650,1,S,115,4812 - SUPER BRILHO,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3039,8,9069,9069,S,PLUG FÊMEA 20A,,20,UN,20,UN,1,45691,45734,45691.559328703697,20,Sim,valerio.kogima,"MATERIAL DE LIMPEZA, EXPEDIENTE E CONSERVAÇÃO",82,B,,N,101,650,2,S,125,1028 - ADECOM DISTRIBUIDORA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3039,9,9070,9070,S,PLUG MACHO 20A,,20,UN,20,UN,1,45691,45734,45691.559328703697,20,Sim,valerio.kogima,"MATERIAL DE LIMPEZA, EXPEDIENTE E CONSERVAÇÃO",82,B,,N,101,650,3,S,125,1028 - ADECOM DISTRIBUIDORA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3060,1,308,308,S,ARAME RECOZIDO 12 BWG,,600,KG,600,KG,1,45691,45743,45691.562071759297,600,,felipe.leitolles,ARAME PARA MONTAGEM DE AMADURA (AÇO),98,B,,N,99,650,1,S,86,4023 - PREFIX,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3060,2,311,311,S,ARAME RECOZIDO 18 BWG,,600,KG,600,KG,10.73,45413,45736,45691.562071759297,6438,,felipe.leitolles,ARAME PARA MONTAGEM DE AMADURA (AÇO),98,B,,N,99,650,2,S,86,4023 - PREFIX,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3069,1,9267,9267,S,SERVIÇO DE DESRATIZAÇÃO,,12,VB,12,VB,250,45691,45779,45691.615023148202,3000,Sim,valerio.kogima,QC - DEDETIZAÇÃO E DESRATIZAÇÃO,81,B,,N,137,650,2,S,,,1360,9431 - LIDER DEDETIZADORA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
